QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId
167,2008,Read an integer on a scale where the required measurement is marked by a dash between two numbers,210,Ordering Negative Numbers,C,"What is the value of B? ![A vertical number-line with 7 horizontal, equally spaced, dashes representing the position of numbers. ""-10"" next to the bottom dash and ""2"" next to the top dash are the only numbers marked on the line. An arrow, labelled ""B"" is pointing at the middle dash. ]()",\( -7 \),\( -1 \),\( -4 \),\( 8 \),2053.0,2053.0,,2109.0
168,2862,Interpret a pictogram involving full symbols,102,"Averages (mean, median, mode) from a List of Data",A,"The pictogram shows how many people came to watch a netball match.
What is the mean number of people at each game? ![A pictogram with a key showing a smiley face represents 12 people. Game 1 has 4 smiley faces, Game 2 has 2 smiley faces, Game 3 has 3 smiley faces and Game 4 has 1 smiley face.]()",\( 30 \),\( 12 \),\( 2.5 \),\( 120 \),,2192.0,1310.0,631.0
169,1533,Write a formula to describe a situation,157,Writing Formula,C,"Sally the electrician charges a call-out fee of \( £ 40 \) and then \( £ 15 \) per hour that the job takes.

If a job takes \( n \) hours, which formula would help work out the cost \( (C) \) of hiring Sally?",\( C=15 n \),\( C=55 n \),\( C=40+15 n \),\( C=40 n+15 \),641.0,389.0,,727.0
170,1096,"Given a description of a descending linear sequence in words, write some terms of that sequence",1173,Sequences-Others,A,"If the \( 3^{\text {rd }} \) term of a sequence is \( 8 \) 
and the term-to-term rule is \( -2 \), 
what is the \( 7^{\text {th }} \) term in this sequence?",\( 0 \),\( -2 \),\( -4 \),\( 6 \),,1631.0,,2284.0
171,3273,Multiply 3 digit integers by 2 digit integers using long multiplication,207,Written Multiplication,C,"What is a correct way to set up this problem to solve it using long multiplication?
\[
426 \times 82
\]","![426 multiplied by 82 set out to perform long multiplication. 426 is written in 3 columns with 400 in the first column, 20 in the second column and 6 in the third column. 82 is written underneath this, with 80 under 400 and 2 under 20.]()",![426 multiplied by 82 set out to perform long multiplication. 82 is written under 426. The 8 of 82 is under the 4 of 426 and the 2 of 82 is under the 2 of 426.](),![426 multiplied by 82 set out to perform long multiplication. 82 is written under 426. The 8 of 82 is under the 2 of 426 and the 2 of 82 is under the 6 of 426](),"![426 multiplied by 82 set out to perform long multiplication. 426 is written in 3 columns with 400 in the first column, 20 in the second column and 6 in the third column. 82 is written underneath this, with 80 under 20 and 2 under 6.]()",,980.0,,1626.0
172,1101,Generate an ascending integer linear sequence from the nth term rule,171,Linear Sequences (nth term),A,"What is the first term of the sequence with the nth-term rule:
\[
5 n-7
\]",\( -2 \),\( 5 \),\( -7 \),\( 1 \),,2376.0,936.0,1240.0
173,693,Write a given ratio in the form 1:n ,334,Writing Ratios,B,"Kate and Isaac share some sweets in the ratio \( 3: 2 \)
What is this ratio in the form \( 1: n \) ?",\( 1: 1.5 \),\( 1: \frac{2}{3} \),\( 1: 0 \),\( 1: 6 \),,,2163.0,1350.0
174,957,Identify parallel lines with at least one equation written in another form,262,Parallel Lines,C,"Which of the following lines is not parallel to
\(y=3 x+5 \text { ? }\)",\( 2 y=6 x-5 \),\( y=3 x-2 \),\( y=4-3 x \),\( y=3(1+x) \),1743.0,1868.0,,1743.0
175,2393,Recall and use the intersecting diagonals properties of a rhombus,88,Properties of Quadrilaterals,B,"Tom and Katie are arguing about the diagonals of quadrilaterals.
Tom says a kite has bisecting diagonals.
Katie says a rhombus has bisecting diagonals.
Who is correct? ![A pair of intersecting lines]()","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,1940.0,,1940.0,1009.0
176,984,"Given a negative x value, find the corresponding y value for curves in the form y = x² + bx + c",265,Plotting Quadratics from Tables of Values,B,"This is part of a table of values for
\(y=x^{2}-2 x+1\)

What should replace the star? \begin{tabular}{|c|c|}
\hline\( x \) & \( -3 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular}",\( 14 \),\( 16 \),\( -2 \),\( 4 \),,,82.0,
177,1042,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,166,Solving Linear Inequalities,D,"How should you write the solution to the following inequality?
\(2 x>7\)",\( x>4 \),\( x=3.5 \),\( x<3.5 \),\( x>3.5 \),863.0,742.0,,
178,400,Calculate unit fractions of an amount,225,Fractions of an Amount,B,\( \frac{1}{6} \) of \( 24= \),\( 18 \),\( 4 \),\( 144 \),\( 3 \),2154.0,,2458.0,
179,3291,Multiply 3 digit integers by 2 digit integers using Napier’s bones,207,Written Multiplication,C,"Dave is trying to solve this problem using Napier's bones
What number does the circled digit represent? \( 356 \times 93 \) ![A Napier's bones grid, with 356 along the top and 93 down the side. From left to right on the top row, with / representing a diagonal line through through the box, the boxes read 2/7, 4/5, 5/4.  From left to right on the bottom row, the boxes read 0/9, 1/5, 1/8. The digit 5 is circled in the second box of the top row, which is in the column under the 5 of 356 and the row along from the 9 of 93.]()",\( 5 \),\( 50 \),\( 500 \),\( 5000 \),840.0,840.0,,840.0
180,1936,Complete a symmetric figure with respect to a specific line of symmetry,275,Line Symmetry,A,Which image completes a symmetric figure using the red line of symmetry? ![A figure drawn in the upper half of a box with a red dotted line immediately below. ](),![The correct completion of the figure given in the question. ](),![An incorrect completion of the figure given in the question. ](),![An incorrect completion of the figure given in the question. ](),![An incorrect completion of the figure given in the question. ](),,1572.0,1990.0,1990.0
181,2908,Interpret continuous data using a line graph,117,Time Series and Line Graphs,D,"This graph shows the amount of potatoes consumed by a restaurant in a week.

How many more potatoes were consumed on Sunday compared to Saturday? ![Chart of potatoes consumed with kilos against day of week]()",\( 35 \mathrm{~kg} \),\( 25 \mathrm{~kg} \),\( 2 \mathrm{~kg} \),\( 10 \mathrm{~kg} \),2435.0,2435.0,,
182,1437,Factorise a quadratic expression in the form x² - c,254,Difference of Two Squares,B,"Factorise this expression, if possible:
\(
p^{2}-16
\)",\( (p-4)(p-4) \),\( (p+4)(p-4) \),\( p(p-16) \),Does not factorise,547.0,,2549.0,113.0
183,3145,Calculate the area of a scalene triangle where the dimensions are given in the same units,75,Area of Simple Shapes,A,Which of the following triangles have the same area as this rectangle? ![Rectangle with base 7 and height 3](),![Triangle with base 6 and perpendicular height 7](),"![Right-angled triangle with height 6, base 5 and hypotenuse length the square root of 61]()","![Triangle with base 6, perpendicular height 8 and slant length 13]()",They are all equal to the rectangle,,1252.0,1252.0,1252.0
184,1098,Write the next term of a descending integer linear sequence,1173,Sequences-Others,C,"What is the next term in this sequence?


\[
23, \quad 13, \quad 3, \quad \ldots
\]",\( -3 \),\( -10 \),\( -7 \),Not enough information,2126.0,1720.0,,2472.0
185,2790,Calculate the mean from a frequency table,103,Averages and Range from Grouped Data,D,"The table below is a summary of the number of spots counted on \( 25 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}
Number of spots\\ & Frequency 
\hline \( 5 \) & \( 4 \) \\
\hline \( 6 \) & \( 9 \) \\
\hline \( 7 \) & \( 9 \) \\
\hline \( 8 \) & \( 3 \) \\
\hline
\end{tabular}]()",\( 0.96(2 d p) \),\( 40.25 \),\( 0.16 \) (2dp),\( 6.44 \),1522.0,650.0,1561.0,
186,26,Express words as 5 digit numbers and above ,202,Place Value,C,"How do you write this number in digits?
Fifty-six thousand and thirteen",\( 5613 \),\( 56030 \),\( 56013 \),\( 560013 \),1526.0,1525.0,,22.0
187,165,Carry out mental divisions when the answer leaves a remainder,204,Mental Multiplication and Division,D,"Sarah has some apples.
She shares them into \( 6 \) equal groups and there is one left over.
How many apples could she have?",\( 66 \),\( 30 \),\( 35 \),\( 43 \),,,2329.0,
188,2646,"Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92,Reflection,D,"Tom and Katie are arguing about how to reflect the object in the line of reflection. Who reflects it correctly? ![A grid with a left-leaning parallelogram drawn in the upper half and a blue line across the middle, marked 'line of reflection'. ]() ![Tom does this: an image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn immediately below. ]() ![Katie does this: An image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn one line down from the blue line. ]()","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,1990.0,1990.0,1990.0,
189,1104,Use the nth term rule for descending integer linear sequences to find another term in a the sequence,171,Linear Sequences (nth term),A,What is the \( 15 \) th term of this sequence? \( u_{n}=1-3 n \),\( -44 \),\( -46 \),\( -14 \),\( -30 \),,736.0,,1507.0
190,978,Solve coordinate geometry questions involving ratio,241,Sharing in a Ratio,D,"![A straight line on squared paper. Points P, Q and R lie on this line. The leftmost end of the line is labelled P. If you travel right 4 squares and up 1 square you get to point Q. If you then travel 8 squares right and 2 squares up from Q you reach point R.]() What is the ratio of \( P Q: P R \) ?",\( 1: 12 \),\( 1: 4 \),\( 1: 2 \),\( 1: 3 \),221.0,644.0,644.0,
191,239,Order negative decimals with a different number of digits,210,Ordering Negative Numbers,B,Which number is closest to zero?,\( -2.1 \),\( -2.01 \),\( -2.105 \),\( -3 \),1981.0,,1981.0,
192,217,Round numbers to one decimal place,214,Rounding to Decimal Places,B,"\[
\text { 2426. } 951
\]
What is this number rounded to \( 1 \) decimal place?",\( 2426.0 \),\( 2427.0 \),\( 2426.9 \),\( 2000 \),1605.0,,1379.0,1248.0
193,513,Raise an integer to a positive non-unit fraction power,247,Laws of Indices,D,\( (27)^{\frac{4}{3}}=? \),\( 36 \),\( 20.25 \),\( 12 \),\( 81 \),1072.0,1437.0,823.0,
194,2758,Calculate the mean as an average from a list of data,102,"Averages (mean, median, mode) from a List of Data",D,"What is the mean of the following numbers?

\[
1,4,7,9,9
\]",\( 7 \),\( 9 \),\( 30 \),\( 6 \),2457.0,377.0,631.0,
195,1472,"Solve two-step linear equations, with the variable on one side, involving positive fractions",64,Linear Equations,D,"Solve the equation:
\(
\frac{t-3}{2}=\frac{1}{8}
\)",\( t=6 \frac{1}{4} \),\( t=1 \),\( t=3 \frac{1}{16} \),\( t=3 \frac{1}{4} \),1566.0,1852.0,1214.0,
196,1522,Rearrange formulae to change the subject where the subject appears once and two steps are needed,60,Rearranging Formula and Equations,C,"Rearrange the following equation to make \( r \) the subject
\(g=2 r+3\)",\( r=\frac{g+3}{2} \),\( r=g+3 \div 2 \),\( r=\frac{g-3}{2} \),\( r=g-\frac{3}{2} \),1971.0,2586.0,,
197,2355,Recognise perpendicular lines,263,Perpendicular Lines,B,These two lines are ... ![Two lines on a graph meeting at a right angle](),parallelogram,perpendicular,parallel,particular,88.0,,813.0,2453.0
198,2074,Convert from km² to m²,196,Area Units,B,\( 2 \mathrm{~km}^{2} \) is the same as _____ \( m^{2} \),\( 2000 \),\( 2000000 \),\( 20000 \),\( 2000000000 \),486.0,,2132.0,1230.0
199,328,Identify rational and irrational numbers,1082,Recurring Decimals to Fractions,A,"Which of these two numbers are rational?

\( \sqrt{36} \) and \( \sqrt{12} \)",\( \sqrt{36} \),\( \sqrt{12} \),Neither,Both,,525.0,525.0,1263.0
200,1425,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),52,Factorising into a Single Bracket,A,What should replace the circle when this expression is fully factorised? \( 3 a^{2}+2 a \equiv \bigstar(\triangle a+\bigcirc) \),\( \bigcirc=2 \),\( \bigcirc=a \),\( \bigcirc=2 a \),\( \bigcirc=6 \),,,2549.0,
201,3180,Recognise a linear graph from its shape,260,Finding the Gradient and Intercept of a Line from the Equation,A,"Use a graphing program (e.g. Desmos) to plot the following pairs of functions.
\[
y=3 \text { and } y=-2
\]

Tom says both functions are linear

Katie says both functions are vertical lines

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,,,2113.0,2511.0
202,428,Add fractions involving mixed number fractions with the same denominator,230,Adding and Subtracting Fractions,A,\( 2 \frac{1}{5}+1 \frac{2}{5}= \) Leave your answer as a mixed number,\( 3 \frac{3}{5} \),\( \frac{18}{5} \),\( \frac{18}{10} \),\( 3 \frac{3}{10} \),,687.0,,217.0
203,1399,"Calculate the distance between two coordinates in 2D, where all the values are positive integers",410,Distance Between Two Co-ordinates,B,"Mark is working out the distance between these two points. What type of triangle would help him? ![Axes with not scales drawn on. Two points are marked, (4,10) and (9,2)]()",Isosceles,Right-angled,Equilateral,Scalene,1658.0,,1658.0,1658.0
204,20,Write 5 digit numbers and above as words,202,Place Value,B,"How do you write this number in words?
\(
204050
\)",Two million and four thousand and fifty,Two hundred and four thousand and fifty,Two hundred and four and fifty,Two hundred and forty thousand and fifty,874.0,,2327.0,
205,192,Interpret the value of digits in multiplication calculations using long multiplication,207,Written Multiplication,A,What does the product of the two circled numbers represent? ![3847 times 28 written as a long multiplication question. The 8 in 3847 and the 2 in 28 are circled.](),\( 16000 \),\( 1600 \),\( 160 \),\( 16 \),,955.0,1708.0,955.0
206,3329,Understand the relationship between different factors of a number,219,Factors and Highest Common Factor,B,"If you can connect dots to draw a regular octagon in a ring of equally spaced dots, which other regular shape can you definitely draw?",Equilateral triangle,Square,Pentagon,Hexagon,2417.0,,2417.0,2417.0
207,1276,Simplify algebraic expressions to maintain equivalence by collecting like terms involving non-linear variables,50,Expanding Single Brackets,B,"\(
x(3 x-5)+6(2 x-3) \equiv P x^{2}+Q x+R
\)

What is the value of \( R \) ?",\( -23 \),\( -18 \),\( -8 \),\( -3 \),373.0,,373.0,220.0
208,639,Use direct proportion to solve non-unitary missing amounts in problems (e.g. recipes),243,Direct Proportion,B,"Twelve rulers cost \( 96 p \).
How much do five rulers cost?",\( 89 p \),\( 40 p \),\( 8 p \),\( £ 4.80 \),2320.0,,901.0,1028.0
209,2228,Convert from minutes to seconds,209,Time,C,"Order the times from shortest to longest.
A:  8 minutes
B:  8 minutes 40 seconds
C:  8 \(
\frac{1}{2}
\) minutes
D:  500 seconds ","\( A, B, C, D \)","\( D, C, A, B \)","\( A, D, C, B \)","\( B, D, C, A \)",,,,1995.0
210,223,Round numbers between 0 and 1 to one significant figure,215,Rounding to Significant Figures,C,"Round this number to \( 1 \) significant figure:
\( 0.8532 \)",\( 1 \),\( 0 \),\( 0.9 \),\( 0.8 \),2392.0,,,1379.0
211,3319,"Solve problems involving converting between fractions, decimals and percentages",238,Converting between Fractions and Percentages,C,\( 0.6=\frac{3}{5}=? \% \),\( 50 \% \),\( 35 \% \),\( 60 \% \),\( 6 \% \),,1786.0,,1632.0
212,1035,Represent a linear inequality in the form x ≤ a or x ≥ b (and other sign arrangements) on a numberline,165,Inequalities on Number Lines,C,Which of the following diagrams represents \( x<-1 \) or \( x \geq 2 \) ?,![Number line from -5 to 5. Open circle at -1 with arrow to the left. Open circle at 2 with arrow to the right. ](),![Number line from -5 to 5. Closed circle at -1 with arrow to the left. Closed circle at 2 with arrow to the right. ](),![Number line from -5 to 5. Open circle at -1 with arrow to the left. Closed circle at 2 with arrow to the right. ](),![Number line from -5 to 5. Closed circle at -1 with arrow to the left. Open circle at 2 with arrow to the right. ](),,,,550.0
213,3130,Find the reciprocal of a fraction,247,Laws of Indices,A,What is the reciprocal of \( -\frac{1}{3} \) ?,\( -3 \),\( -0.333 \ldots \),\( 3 \),\( \frac{1}{3} \),,1557.0,1251.0,947.0
214,1274,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251,Simplifying Expressions by Collecting Like Terms,A,"Which answer shows the following calculation using the correct algebraic convention?

\(
a+6+a+j+5+j+j
\)",\( 11+2 a+3 j \),\( 6+5+2 a+3 j \),\( 6+2 a+5+3 j \),\( 11+a^{2}+j^{3} \),,436.0,436.0,1644.0
215,2008,Read an integer on a scale where the required measurement is marked by a dash between two numbers,210,Ordering Negative Numbers,A,"What is the value of B? ![A vertical number-line with 7 horizontal, equally spaced, dashes representing the position of numbers. ""-8"" next to the bottom dash and ""4"" next to the top dash are the only numbers marked on the line. An arrow, labelled ""B"" is pointing at the dash that is 2 below the ""4"" label and 4 above the ""-8"" label. ]()",\( 0 \),\( 2 \),\( -12 \),\( -4 \),,2053.0,,2053.0
216,954,Identify parallel lines written in the form y = mx + c,262,Parallel Lines,B,"Tom and Katie are arguing about parallel lines.

Tom says \( \boldsymbol{y}=\mathbf{2 x}+\mathbf{3} \) and \( \boldsymbol{y}=\mathbf{3 x}+\mathbf{2} \) are parallel. 

Katie says \( \boldsymbol{y}=\mathbf{2 x}+\mathbf{3} \) and \( \boldsymbol{y}=\mathbf{2 x}-\mathbf{3} \) are parallel.

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,2037.0,,2037.0,
217,1467,"Solve one-step linear equations requiring multiplication or division, involving positive decimals",64,Linear Equations,C,"Solve the equation:
\(
0.15=0.5 p
\)",\( p=-0.35 \),\( p=\frac{10}{3} \),\( p=0.3 \),\( p=0.75 \),1190.0,2359.0,,
218,3403,Given a situation sketch an appropriate non linear real life graph,244,Indirect (Inverse) Proportion,C,Which of the following graphs is most likely to represent the change in journey time against average speed?,![A straight line graph starting at the origin and travelling right with a positive gradient.](),"![A curved graph that starts at the origin. As you move right it travels steeply up, then levels off]()","![A curved graph that starts up and right of the origin. As you move right it travels steeply down, then levels off. but never reaches the x-axis.]()",![A straight line graph starting partway up the y-axis and travelling right with a negative gradient until it hits the x-axis.](),99.0,99.0,,1860.0
219,2792,Identify the mode from a frequency table,340,Averages and Range from Frequency Table,A,"This table shows the number of pets a group of students owns.

What is the modal number of pets owned? \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 9 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 3 \) \\
\hline
\end{tabular}",\( 0 \),\( 2 \),\( 3 \),\( 4 \),,1264.0,1364.0,1186.0
220,2687,"Enlarge a shape, with a centre of enlargement given, by a positive scale factor bigger than 1, where the centre of enlargement lies on the edge or outside of the object",94,Enlargement,A,"The triangle is enlarged by scale factor \( 3 \), with the centre of enlargement at \( (1,0) \).
What are the new coordinates of the point marked \( T \) ? ![A coordinate grid with the x-axis going from -1 to 10 and the y-axis going from -1 to 7.
3 points are plotted and joined with straight lines to form a triangle. The points are (1,1), (1,4) and (3,1). Point (3,1) is labelled as T.
Point (1,0) is also plotted.]()","\( (7,3) \)","\( (1,3) \)","\( (6,4) \)","\( (9,3) \)",,,306.0,36.0
221,2774,Calculate the range from a list of data,339,Range and Interquartile Range from a List of Data,A,"What is the range of this set of data?
\[
5 \mathrm{~cm}, 19 \mathrm{~cm}, 6 \mathrm{~cm}, 2 \mathrm{~cm}
\]",\( 17 \mathrm{~cm} \),\( 19 \mathrm{~cm} \),\( 3 \mathrm{~cm} \),\( 21 \mathrm{~cm} \),,1177.0,1677.0,691.0
222,1052,Describe the solution to a graphical inequality involving a single diagonal line,167,Graphing Linear Inequalities (Shading Regions),C,"Which inequality is represented by the shaded region? ![Graph showing four quadrants with a straight line going from the top left to the bottom right. The line goes through (-4, 4) (-3, 3) (-2, 2) and so on]()",\( y>x \),\( y<x \),\( y>-x \),\( y<-x \),1139.0,,,1880.0
223,3119,Use brackets to write function machines as calculations,33,BIDMAS,B,"Here is a function machine
\( input\Rightarrow +2 \Rightarrow \times 3 \Rightarrow output\)
The input is \( 5 \).
Which calculation gives the correct output?",\( 5 \times 3+2 \),\( 3(5+2) \),\( 5(3+2) \),\( 5+2 \times 3 \),77.0,,2270.0,2532.0
224,2580,"Given the area of a square, calculate a missing dimension",246,"Square Roots, Cube Roots, etc",C,"A square has an area \( 64 \mathrm{~mm}^{2} \)

What is the length of one side of the square?",\( 16 \mathrm{~mm} \),\( 32 \mathrm{~mm} \),\( 8 \mathrm{~mm} \),\( 4096 \mathrm{~mm} \),982.0,828.0,,
225,699,"Given information about one part, work out the whole",241,Sharing in a Ratio,B,"The ratio of cars to bikes in a housing estate is \( 5: 2 \)
If there are \( \mathbf{7 0} \) cars, how many vehicles (cars and bikes) are there in total?",\( 72 \),\( 98 \),\( 90 \),\( 28 \),806.0,,,
226,3179,Given a sketch of a linear graph solve f(x) = n,64,Linear Equations,A,"This is the graph of
\[
y=0.5 x-2
\]

According to the graph, what is the solution to:
\[
0.5 x-2=1
\] ![Graph showing straight line with y intercept (0,-2) and x intercept (4,0)]()",\( x=6 \),\( x=-1.5 \),\( x=4 \),\( x=2 \),,1291.0,57.0,
227,3033,Use inequality notation to order a negative and a positive integer,165,Inequalities on Number Lines,C,"One of these pairs of numbers does not fit 
the inequality \( d \leq h \)

Can you find which pair?",\( \begin{array}{l}d=4 \\ h=4\end{array} \),\( \begin{array}{c}d=-4\\h=4\end{array} \),\( \begin{array}{c}d=2 \\ h=-4\end{array} \),\( \begin{array}{c}d=-2 \\ h=2\end{array} \),1828.0,1828.0,,1828.0
228,1378,"Given a midpoint and a coordinate work out the position of the other coordinate, where all the values are integers but at least one is negative",408,Midpoint Between Two Co-ordinates,A,"Tom and Katie are arguing about midpoints.
\( M \) is the midpoint between points \( P \) and \( Q \).

Tom says if you know the location of \( M \) only, then there is more than one possible location for \( \mathrm{P} \) and \( \mathrm{Q} \).

Katie says if you only know the locations of \( M \) and \( Q \), then there is more than one possible location for \( \mathrm{P} \).
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,1726.0,1656.0
229,1134,Continue linear sequences expressed as patterns by drawing the next pattern,171,Linear Sequences (nth term),A,"How many squares will the next term in this sequence have? ![A diagram showing the first 3 patterns in a sequence. 
Pattern 1 contains 3 squares in this arrangement :.  
Pattern 2 contains 5 squares in this arrangement ::.
Pattern 3 contains 7 squares in this arrangement :::.]()",\( 9 \),\( 8 \),\( 10 \),\( 14 \),,834.0,1055.0,1055.0
230,579,Express one quantity as a percentage of another mentally,233,Percentages of an Amount,B,What is \( 50 \mathrm{~m} \) as a percentage of \( 5 \mathrm{~km} \) ?,\( 100 \% \),\( 1 \% \),\( 50 \% \),\( 10 \% \),1596.0,,2039.0,2132.0
231,3072,"Sketch, or identify a sketch, of a line given in the form y = mx + c, where m is negative",259,Finding the Equation of a Line,A,Which of the following sketches could represent \( y=4-2 x \) ?,![A straight line graph that crosses the x axis to the right of the origin and crosses the y axis above the origin.](),![A straight line graph that crosses the x axis to the left of the origin and crosses the y axis below the origin.](),![A straight line graph that crosses the x axis to the left of the origin and crosses the y axis above the origin.](),![A straight line graph that crosses the x axis to the right of the origin and crosses the y axis below the origin.](),,2282.0,1499.0,1499.0
232,3134,Identify factors of algebraic expressions,219,Factors and Highest Common Factor,A,"Tom and Katie are discussing factors

Tom says \( 3 \) is a common factor of \( 6 x \) and \( 9 y \)

Katie says \( x \) is a common factor of \( 6 x \) and \( 9 y \)

Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,1554.0,1554.0,1554.0
233,3132,Write algebraic expressions with correct algebraic convention,70,Writing Expressions,C,"Which answer shows the following calculation using the correct algebraic convention?
\(
2 \div(3+a \times b)
\)",\( \frac{2}{3}+a b \),\( \frac{2}{b(a+3)} \),\( \frac{2}{a b+3} \),\( \frac{2}{a \times b+3} \),1507.0,220.0,,1680.0
234,2774,Calculate the range from a list of data,339,Range and Interquartile Range from a List of Data,C,"When finding the range of a data set, which step is never needed",Subtract the smallest number from the largest number.,Check the units of your answer,Add all the numbers together.,Write the numbers in ascending or descending order.,,2551.0,,397.0
235,2948,Assign probabilities to single events using fractions,111,Probability of Single Events,D,"A box contains \( 10 \) coloured counters.

\( 3 \) of the counters are pink

\( 3 \) of the counters are blue

The rest of the counters are green

What is the probability of choosing a green counter?",\( 4 \),\( \frac{6}{10} \),\( \frac{1}{3} \),\( \frac{4}{10} \),1222.0,,2265.0,
236,2298,Calculate the volume of a cuboid when the dimensions are given in different units,189,Volume of Prisms,B,"Which of the following calculations would give the volume of this cuboid? ![A cuboid with dimensions 60mm, 7cm and 5cm]()",\( 7 \times 5 \times 60 \),\( 7 \times 5 \times 6 \),\( 7+5+60 \),\( 7+5+6 \),877.0,,,1984.0
237,1407,Expand two brackets with linear terms in the form (x + a)(x + b),51,Expanding Double Brackets,D,"What should replace the circle when these two brackets are
expanded and simplified?

\(
(p-3)(p+3) \equiv p^{2} \color{purple}\triangle\) \(p\)\(\color{green}\bigcirc
\)
",\(\color{green}\bigcirc\) = +6,"\(\color{green}\bigcirc\) = +0 
(no number term)",\(\color{green}\bigcirc\) = +9,\(\color{green}\bigcirc\) = -9,,2256.0,974.0,
238,2258,Add column vectors each containing two elements,95,Translation and Vectors,A,\( \left(\begin{array}{l}2 \\ 3\end{array}\right)+\left(\begin{array}{c}-1 \\ 0\end{array}\right)= \),\( \left(\begin{array}{l}1 \\ 3\end{array}\right) \),\( \left(\begin{array}{c}-2 \\ 3\end{array}\right) \),\( \left(\begin{array}{c}-2 \\ 0\end{array}\right) \),\( \left(\begin{array}{l}3 \\ 3\end{array}\right) \),,,1145.0,
239,3181,Recognise a quadratic graph from its shape,1171,Quadratic Graphs-Others,C,Tom and Katie are discussing quadratic graphs Tom says this could be the graph of a quadratic function ![A graph showing a positive parabola in the shape of a u]() Katie says this could be the graph of a quadratic function ![A graph showing a negative parabola in the shape of an upside down u]() Who is correct?,Only Tom,Only Katie,Both Tom and Katie,Neither is correct,951.0,1806.0,,1133.0
240,2585,"Given the area of a trapezium, calculate a missing dimension",75,Area of Simple Shapes,A,"The area of this trapezium is \( 40 \mathrm{~cm}^{2} \).

What is the value of \( a \) ? ![A trapezium with the parallel sides labelled with 2cm and a and the height labelled with 8cm]()",\( 8 \mathrm{~cm} \),\( 3 \mathrm{~cm} \),\( 7 \mathrm{~cm} \),\( 4 \mathrm{~cm} \),,2353.0,,
241,479,Calculate the square root of a number,246,"Square Roots, Cube Roots, etc",D,\( \sqrt{-16}=? \),\( -4 \),\( 4 \),\( -8 \),No real solutions,2042.0,2042.0,,
242,877,Multiply amounts of money up to £10,41,Basic Money,B,"Alicia wants to buy some bottles of water.
Each bottle of water costs \( £ 1.65 \)
Alicia has \( £ 10 \) to spend.
What is the greatest number of bottles can she buy?",\( 10 \),\( 6 \),\( 16 \),\( 7 \),,,,1158.0
243,1045,Solve linear inequalities in one variable where the unknown appears on boths sides of the equation,166,Solving Linear Inequalities,C,"Solve
\[
3 n+2 \geq 4 n-5
\]",\( -3 \geq n \),\( 1 \geq n \),\( 7 \geq n \),\( n \geq 7 \),1214.0,1214.0,,811.0
244,3406,Substitute into simple formulae given in words,67,Substitution into Formula,D,"A theme park charges \( £ 8 \) entry fee and then \( £ 3 \) for every ride you go on.
Heena goes on \( 5 \) rides.
How much does she pay in total?",\( £ 55 \),\( £ 15 \),\( £ 11 \),\( £ 23 \),389.0,641.0,533.0,
245,591,Increase a number by a given percentage mentally where the percent is a multiple of 10,234,Percentage Increase and Decrease,A,Increase \( 160 \) by \( 30 \% \),\( 208 \),\( 190 \),\( 48 \),\( 4800 \),,2206.0,1313.0,531.0
246,3504,Continue a sequence involving triangle numbers,173,Other Sequences,C,"Here are two consecutive triangle numbers: \( 153,171, \ldots \) What is the next triangle number in the sequence?",\( 188 \),\( 189 \),\( 190 \),\( 324 \),2446.0,2250.0,,1410.0
247,71,Solve problems that combine addition and subtraction,206,Written Subtraction,B,"At the start of the day, there was \( £ 1,456 \) in the till. \( £ 7,347 \) was taken and \( £ 4,377 \) was handed out. How much money was left?","\( £ 13,180 \)","\( £ 4,426 \)","\( £ 2,970 \)","\( £ 10,268 \)",2009.0,,791.0,1787.0
